iter	Logloss
394	0.3975364283
395	0.3973392731
396	0.396931814
397	0.3966554543
398	0.3963196505
399	0.3961813655
400	0.3960587568
401	0.3959246042
402	0.3958090704
403	0.3956856628
404	0.3954502824
405	0.395424774
406	0.3952485844
407	0.3950463945
408	0.3948318873
409	0.3946662932
410	0.3944664544
411	0.3942995196
412	0.3941727289
413	0.3939561791
414	0.393759879
415	0.393542454
416	0.3932240947
417	0.3929952022
418	0.3926146865
419	0.392390523
420	0.3923067667
421	0.3921027871
422	0.3919444548
423	0.3916780107
424	0.3914229456
425	0.3911817259
426	0.3910029962
427	0.3908798011
428	0.390706897
429	0.390451772
430	0.3903671034
431	0.3902471603
432	0.3899917096
433	0.3898288855
434	0.3896675085
435	0.38957671
436	0.3894227541
437	0.3892651163
438	0.3891122278
439	0.3887671518
440	0.3885970485
441	0.3882609222
442	0.3880416134
443	0.3878984274
444	0.3876971901
445	0.3874164643
446	0.3871449032
447	0.3869946958
448	0.3868809151
449	0.3866421315
450	0.386450145
451	0.3862769518
452	0.3860761274
453	0.3859683751
454	0.3858751073
455	0.3856937889
456	0.3854495778
457	0.3852762919
458	0.3850627312
459	0.3848953253
460	0.3847072815
461	0.3844845976
462	0.3842940805
463	0.3841966599
464	0.3838983783
465	0.3835331008
466	0.3833089012
467	0.3830485793
468	0.3826954979
469	0.3824518111
470	0.3823603745
471	0.3820298456
472	0.3817516098
473	0.3814671682
474	0.3813603815
475	0.3811397978
476	0.3810802466
477	0.3808466619
478	0.3806023268
479	0.3804616978
480	0.3802837593
481	0.3801477833
482	0.3799444409
483	0.3796869916
484	0.3795465137
485	0.3793128048
486	0.379063235
487	0.3789064867
488	0.3787580567
489	0.3783925475
490	0.3780716946
491	0.3779558788
492	0.3778456054
493	0.3777442485
494	0.3775768677
495	0.3774573633
496	0.3774027193
497	0.3773494024
498	0.3769789122
499	0.3768494248
500	0.3766576585
501	0.3764764672
502	0.3762506207
503	0.3759422506
504	0.3757541678
505	0.375514993
506	0.3754958256
507	0.3751976528
508	0.3749603395
509	0.3748857978
510	0.3746611519
511	0.3744143255
512	0.3741027762
513	0.3739148048
514	0.37346266
515	0.3731130325
516	0.3728656347
517	0.3724870191
518	0.3722037288
519	0.3718992304
520	0.3716494453
521	0.3713834048
522	0.3711292662
523	0.3710653032
524	0.3709521482
525	0.3707219087
526	0.3706233381
527	0.3703578357
528	0.3701320804
529	0.3699822146
530	0.369702105
531	0.3694586678
532	0.3691490552
533	0.3691226384
534	0.3688582822
535	0.3687208395
536	0.3684595206
537	0.3683361688
538	0.3682285235
539	0.368064675
540	0.3679908121
541	0.3678135782
542	0.367708581
543	0.3674962282
544	0.3673280826
545	0.3669770353
546	0.3667682042
547	0.3665200437
548	0.3664610844
549	0.3661054704
550	0.365916876
551	0.3658328037
552	0.3656256472
553	0.3654721002
554	0.3653845623
555	0.3652165524
556	0.3651177947
557	0.3649755379
558	0.3647026188
559	0.3645301512
560	0.3643271001
561	0.3639819632
562	0.363961691
563	0.3636688203
564	0.3633316405
565	0.3630884691
566	0.3630607417
567	0.362934763
568	0.3626489096
569	0.3625896355
570	0.3622494172
571	0.3622256033
572	0.3619068851
573	0.3616912243
574	0.3613341498
575	0.3611504483
576	0.3610730712
577	0.3608442694
578	0.3606158247
579	0.3605974095
580	0.3604773327
581	0.3603250811
582	0.359982985
583	0.3598113274
584	0.3595134175
585	0.359242198
586	0.3590509137
587	0.3588467829
588	0.3588300039
589	0.358773688
590	0.3585255242
591	0.3584140909
592	0.35828345
593	0.358114526
594	0.3578608952
595	0.3575477518
596	0.3574144937
597	0.357236386
598	0.3572196872
599	0.3570735164
600	0.3568175112
601	0.3565423499
602	0.356527349
603	0.3563032736
604	0.3561385735
605	0.3559836024
606	0.3556773747
607	0.3555484861
608	0.3552901648
609	0.3550199964
610	0.3547655857
611	0.3544506894
612	0.3541597099
613	0.3540444336
614	0.3538670161
615	0.353708643
616	0.3535115197
617	0.3534187716
618	0.3534038427
619	0.3530854619
620	0.3529179301
621	0.3527792858
622	0.3526126812
623	0.3524394978
624	0.3522674197
625	0.3520218996
626	0.3516261878
627	0.3515186191
628	0.3512585428
629	0.3511254251
630	0.3509023286
631	0.3507357327
632	0.3504166003
633	0.3502392735
634	0.3500441113
635	0.3498355203
636	0.349697293
637	0.3495121927
638	0.349357277
639	0.3491602704
640	0.3490130987
641	0.3486495653
642	0.3486351755
643	0.3485468234
644	0.3484534381
645	0.3483351353
646	0.3481675682
647	0.3480413746
648	0.3477604666
649	0.3475865841
650	0.3473234424
651	0.3471543475
652	0.3470021018
653	0.3468712346
654	0.3465851785
655	0.3463973791
656	0.3462499337
657	0.3461890799
658	0.3458358559
659	0.3455902948
660	0.3453877241
661	0.3452591222
662	0.3450008421
663	0.3448782231
664	0.3448648787
665	0.3445257845
666	0.3443895974
667	0.3441205671
668	0.3439620063
669	0.3436689437
670	0.3435317868
671	0.3432563223
672	0.3431016085
673	0.3427659429
674	0.3426316004
675	0.3424189802
676	0.3423121849
677	0.3421343433
678	0.341824225
679	0.3415030094
680	0.3411740514
681	0.3409643039
682	0.3407049476
683	0.3405503824
684	0.3402633226
685	0.3400982502
686	0.339837752
687	0.3396248559
688	0.3394755793
689	0.3392743916
690	0.3390659045
691	0.3388035849
692	0.3387226339
693	0.3384563953
694	0.3383415829
695	0.33821066
696	0.3379638669
697	0.3377641993
698	0.3376447427
699	0.3375753408
700	0.3375646861
701	0.3373811661
702	0.3372055275
703	0.33692412
704	0.3368679257
705	0.3366441815
706	0.3364401371
707	0.3364284341
708	0.3361853255
709	0.3360579711
710	0.3359289744
711	0.3357104274
712	0.3355179791
713	0.3352051331
714	0.3350063273
715	0.3348338456
716	0.3346978093
717	0.3344764396
718	0.3342634177
719	0.3339509961
720	0.3336649739
721	0.3334542776
722	0.3332795922
723	0.3332699037
724	0.3329958615
725	0.3328964962
726	0.3328623677
727	0.3326593103
728	0.3324886327
729	0.3322614797
730	0.33217716
731	0.3321059387
732	0.3318650187
733	0.3317319933
734	0.3314844992
735	0.3312207267
736	0.3310008893
737	0.3309390862
738	0.3308457155
739	0.3306314633
740	0.3304904989
741	0.3303069441
742	0.3300913214
743	0.3299657268
744	0.3298444284
745	0.3297365673
746	0.3295517055
747	0.3294141528
748	0.3291937516
749	0.3290925392
750	0.3289255484
751	0.3287468089
752	0.3287371998
753	0.3287249597
754	0.3285107687
755	0.3283819298
756	0.3282478658
757	0.3280293859
758	0.3278014315
759	0.327622305
760	0.3274720115
761	0.3272822408
762	0.3272731711
763	0.3271729054
764	0.3270863965
765	0.3268410491
766	0.326582323
767	0.3263521837
768	0.3262403784
769	0.3259899959
770	0.3257449107
771	0.3255044243
772	0.3252212227
773	0.3249909452
774	0.3247982079
775	0.3247310407
776	0.3245259185
777	0.3243789069
778	0.3241213845
779	0.3238794954
780	0.3237435178
781	0.3235436056
782	0.323470559
783	0.3232993067
784	0.3229681485
785	0.3228341814
786	0.3226236252
787	0.3225450976
788	0.3222953373
789	0.3221425639
790	0.3220065512
791	0.3218273936
792	0.321634152
793	0.3214905522
794	0.3212884964
795	0.321075758
796	0.3209702734
797	0.3208511738
798	0.3206859514
799	0.3203977039
800	0.3201928795
801	0.3200092682
802	0.3200005744
803	0.3198977261
804	0.3197720494
805	0.3196171287
806	0.3194004982
807	0.3192162755
808	0.319208223
809	0.3191096971
810	0.3188904553
811	0.3186459276
812	0.3184138212
813	0.3181575103
814	0.317919365
815	0.3177720581
816	0.3175894296
817	0.3174753134
818	0.3172675536
819	0.3170736681
820	0.3169176305
821	0.3168504974
822	0.3167872078
823	0.3166568113
824	0.3166483049
825	0.3165376403
826	0.3165282753
827	0.3164319389
828	0.3162150518
829	0.3160465949
830	0.3159834761
831	0.315974456
832	0.3158704972
833	0.3157642899
834	0.315663959
835	0.3155620375
836	0.3154016067
837	0.3152049187
838	0.3150100554
839	0.314864846
840	0.3146895919
841	0.3144862242
842	0.3143495441
843	0.3142118697
844	0.31408478
845	0.3138737033
846	0.3137607744
847	0.3137503055
848	0.3136231313
849	0.3135005081
850	0.313332664
851	0.3132156412
852	0.3131218002
853	0.3129094393
854	0.3127513823
855	0.3125930025
856	0.3124059918
857	0.3122366862
858	0.3120555036
859	0.311853168
860	0.311773933
861	0.3116744761
862	0.3115023491
863	0.3114213953
864	0.3113147364
865	0.3113052324
866	0.3110830922
867	0.3109186279
868	0.3106670555
869	0.310511764
870	0.3104222555
871	0.3102402631
872	0.3100552342
873	0.3098888347
874	0.3096687601
875	0.309454485
876	0.3092860619
877	0.3090452286
878	0.3089224765
879	0.3086865931
880	0.3084634097
881	0.3084429192
882	0.3084261945
883	0.3082572842
884	0.3081264035
885	0.3079317648
886	0.3079030974
887	0.3078136199
888	0.3077231463
889	0.3076093294
890	0.3073415862
891	0.3071528839
892	0.306980192
893	0.3068645916
894	0.3066342965
895	0.3065108076
896	0.3064553245
897	0.306232756
898	0.3060867095
899	0.3059216713
900	0.3058325082
901	0.3055911228
902	0.3054057835
903	0.3051993
904	0.3049488903
905	0.3047736629
906	0.304598036
907	0.3044295473
908	0.3042750966
909	0.3041714744
910	0.304011236
911	0.3038469934
912	0.3037435651
913	0.3034959171
914	0.3032421729
915	0.3031198333
916	0.302883794
917	0.302703844
918	0.3026163774
919	0.302426264
920	0.3023065141
921	0.3021341681
922	0.3019226291
923	0.3017549314
924	0.3015836408
925	0.3014604229
926	0.3013699313
927	0.3012070532
928	0.3010341205
929	0.3008962942
930	0.3006746719
931	0.3005097883
932	0.3003171465
933	0.3001847109
934	0.3000214368
935	0.2998336338
936	0.2997522053
937	0.2995774723
938	0.2994237558
939	0.299371962
940	0.2992769635
941	0.2991109293
942	0.2989682865
943	0.2987277331
944	0.2986105129
945	0.2983998888
946	0.2982153669
947	0.2981443124
948	0.2980108585
949	0.2979914293
950	0.2977743946
951	0.297592495
952	0.2974411627
953	0.2973777014
954	0.2972904922
955	0.2971183824
956	0.2970254881
957	0.2968064757
958	0.2966831984
959	0.2966736963
960	0.2965716672
961	0.2963421548
962	0.2962343474
963	0.2960768039
964	0.2959737729
965	0.295726389
966	0.2956535776
967	0.2955011378
968	0.2954938452
969	0.2954846876
970	0.2953277474
971	0.2951960679
972	0.295022707
973	0.2948448876
974	0.2946783139
975	0.2945907213
976	0.2942938946
977	0.2940557574
978	0.2939146581
979	0.2937590535
980	0.2935928879
981	0.293442509
982	0.2932422485
983	0.2931251466
984	0.2929849042
985	0.2928474916
986	0.2925783855
987	0.2925529226
988	0.2923870376
989	0.2923071299
990	0.2921285017
991	0.2919231852
992	0.2917900881
993	0.2916205013
994	0.2914683944
995	0.2912984012
996	0.2911043027
997	0.2910087811
998	0.2908520417
999	0.290689103
